Equipment_ID,Type,Model,Manufacture_Year,Customer_ID,CheckOut_Date,Planned_Return_Date,CheckIn_Date,Rental_Status,Operating_Hours,Idle_Hours,Fuel_Consumed_Liters,Fuel_Efficiency_L_per_hr,Distance_Traveled_km,Load_Cycles,GPS_Location,Maintenance_Flag,Breakdowns,Engine_Temp_Max,Hydraulic_Pressure_Max,Rental_Cost_USD,Overdue_Fine_USD,Total_Bill_USD
EQ2290,Loader,950GC,2022,CUST364,2025-02-13,2025-02-27,2025-02-28,Overdue,104,19,1319.85,12.69,450,209,Site_D,No,0,96,303,8302,100,8402
EQ2291,DumpTruck,777G,2020,CUST490,2025-03-03,2025-03-12,2025-03-12,Closed,71,19,873.51,12.3,224,71,Site_D,No,0,85,341,4887,0,4887
EQ2292,DumpTruck,777G,2020,CUST423,2025-03-04,2025-03-08,2025-03-08,Closed,30,14,361.18,12.04,130,46,Site_C,Yes,0,85,324,1712,0,1712
EQ2293,Loader,950GC,2023,CUST458,2025-04-26,2025-05-05,2025-05-05,Closed,54,14,622.51,11.53,226,128,Site_E,Yes,0,88,361,4527,0,4527
EQ2294,DumpTruck,773G,2018,CUST102,2025-04-23,2025-04-27,2025-04-27,Closed,20,17,257.89,12.89,78,24,Site_E,No,0,92,334,2212,0,2212
EQ2295,Excavator,320D2,2020,CUST108,2025-04-10,2025-04-22,2025-04-22,Closed,79,20,970.62,12.29,0,0,Site_D,No,0,87,341,5100,0,5100
EQ2296,DumpTruck,773G,2020,CUST424,2025-02-17,2025-03-02,2025-03-02,Closed,76,27,1013.55,13.34,195,196,Site_C,Yes,2,88,327,6968,0,6968
EQ2297,Bulldozer,D7R2,2022,CUST454,2025-03-07,2025-03-10,2025-03-10,Closed,11,10,134.61,12.24,0,0,Site_B,No,1,100,367,1122,0,1122
EQ2298,Bulldozer,D7R2,2021,CUST436,2025-01-04,2025-01-13,2025-01-14,Overdue,49,24,575.05,11.74,0,0,Site_C,Yes,0,85,334,5337,100,5437
EQ2299,Bulldozer,D8T,2023,CUST411,2025-02-19,2025-03-05,2025-03-05,Closed,90,31,1125.18,12.5,0,0,Site_A,No,0,87,304,7672,0,7672
EQ2300,Crane,320C,2021,CUST197,2025-03-22,2025-03-27,2025-03-27,Closed,50,9,598.52,11.97,0,0,Site_E,Yes,0,100,307,2520,0,2520
EQ2301,Bulldozer,D7R2,2018,CUST140,2025-03-19,2025-03-23,2025-03-25,Overdue,23,14,309.66,13.46,0,0,Site_C,Yes,0,92,365,1936,200,2136
EQ2302,Loader,966GC,2021,CUST084,2025-03-24,2025-04-03,2025-04-03,Closed,77,23,988.95,12.84,221,152,Site_B,No,0,98,353,3640,0,3640
EQ2303,Crane,350C,2022,CUST213,2025-01-26,2025-02-09,2025-02-09,Closed,83,20,1046.71,12.61,0,0,Site_D,No,0,93,338,7980,0,7980
EQ2304,Bulldozer,D6R2,2021,CUST362,2025-01-19,2025-01-26,2025-01-26,Closed,71,17,947.41,13.34,0,0,Site_C,No,0,93,369,3577,0,3577
EQ2305,Crane,350C,2022,CUST217,2025-01-18,2025-02-01,2025-01-30,Closed,95,27,1120.55,11.8,0,0,Site_C,No,0,94,322,6692,0,6692
EQ2306,Bulldozer,D7R2,2022,CUST467,2025-04-18,2025-04-25,2025-04-25,Closed,44,14,513.18,11.66,0,0,Site_A,Yes,0,98,342,2492,0,2492
EQ2307,Bulldozer,D6R2,2018,CUST022,2025-01-08,2025-01-13,2025-01-13,Closed,34,12,436.84,12.85,0,0,Site_B,No,1,96,329,2500,0,2500
EQ2308,Bulldozer,D6R2,2019,CUST068,2025-01-12,2025-01-23,2025-01-23,Closed,87,18,1119.9,12.87,0,0,Site_F,Yes,0,95,340,4037,0,4037
EQ2309,Bulldozer,D6R2,2020,CUST175,2025-02-08,2025-02-11,2025-02-11,Closed,21,4,259.03,12.33,0,0,Site_D,Yes,0,91,354,1476,0,1476
EQ2310,Bulldozer,D8T,2018,CUST146,2025-03-13,2025-03-25,2025-03-24,Closed,93,17,1162.84,12.5,0,0,Site_C,No,0,97,349,6000,0,6000
EQ2311,Loader,980M,2021,CUST074,2025-03-14,2025-03-20,2025-03-20,Closed,33,19,442.95,13.42,98,97,Site_D,Yes,0,98,357,3480,0,3480
EQ2312,DumpTruck,777G,2020,CUST330,2025-02-25,2025-03-09,2025-03-09,Closed,84,29,988.79,11.77,219,136,Site_D,Yes,0,85,316,5316,0,5316
EQ2313,Loader,980M,2023,CUST086,2025-04-03,2025-04-10,2025-04-10,Closed,58,15,725.11,12.5,173,173,Site_C,No,0,91,308,3388,0,3388
EQ2314,Bulldozer,D6R2,2023,CUST279,2025-01-16,2025-01-24,2025-01-25,Overdue,53,12,618.59,11.67,0,0,Site_A,Yes,0,91,308,3056,100,3156
EQ2315,Bulldozer,D8T,2019,CUST450,2025-03-01,2025-03-07,2025-03-07,Closed,14,22,177.93,12.71,0,0,Site_F,Yes,0,94,311,2190,0,2190
EQ2316,DumpTruck,777G,2018,CUST454,2025-01-30,2025-02-02,2025-02-02,Closed,36,10,450.4,12.51,146,48,Site_A,Yes,1,98,333,1425,0,1425
EQ2317,Bulldozer,D6R2,2023,CUST284,2025-02-15,2025-02-25,2025-02-25,Closed,70,16,898.76,12.84,0,0,Site_D,No,1,85,368,3920,0,3920
EQ2318,DumpTruck,775G,2022,CUST362,2025-01-05,2025-01-18,2025-01-18,Closed,90,29,1136.02,12.62,340,163,Site_A,No,1,90,323,7540,0,7540
EQ2319,Crane,330C,2021,CUST165,2025-02-16,2025-03-02,2025-03-02,Closed,102,29,1353.32,13.27,0,0,Site_C,No,0,93,361,5376,0,5376
EQ2320,DumpTruck,773G,2022,CUST483,2025-01-04,2025-01-15,2025-01-15,Closed,86,21,1149.08,13.36,403,109,Site_A,No,1,89,311,5280,0,5280
EQ2321,DumpTruck,775G,2023,CUST284,2025-02-26,2025-03-09,2025-03-09,Closed,67,23,848.56,12.67,151,132,Site_B,Yes,0,97,306,5390,0,5390
EQ2322,Bulldozer,D8T,2021,CUST492,2025-01-05,2025-01-08,2025-01-10,Overdue,10,11,117.16,11.72,0,0,Site_A,No,0,90,308,1401,200,1601
EQ2323,Bulldozer,D6R2,2021,CUST404,2025-03-18,2025-03-30,2025-03-30,Closed,85,30,1067.23,12.56,0,0,Site_F,Yes,0,90,303,5196,0,5196
EQ2324,Bulldozer,D6R2,2019,CUST296,2025-04-16,2025-04-23,2025-04-22,Closed,37,14,490.52,13.26,0,0,Site_E,Yes,0,98,321,4158,0,4158
EQ2325,Excavator,323D3,2021,CUST410,2025-01-03,2025-01-12,2025-01-12,Closed,64,15,751.96,11.75,0,0,Site_C,Yes,0,94,330,4419,0,4419
EQ2326,Loader,950GC,2019,CUST460,2025-01-18,2025-01-30,2025-01-30,Closed,85,22,1062.7,12.5,264,102,Site_B,No,0,96,331,6624,0,6624
EQ2327,Loader,980M,2019,CUST164,2025-03-03,2025-03-10,2025-03-10,Closed,56,23,684.59,12.22,219,86,Site_E,No,0,93,353,2667,0,2667
EQ2328,DumpTruck,777G,2023,CUST238,2025-01-13,2025-01-25,2025-01-25,Closed,91,28,1079.74,11.87,213,243,Site_F,No,0,92,320,6672,0,6672
EQ2329,DumpTruck,775G,2019,CUST483,2025-02-24,2025-03-01,2025-03-01,Closed,35,4,403.81,11.54,111,40,Site_A,No,0,93,332,2485,0,2485
EQ2330,DumpTruck,777G,2023,CUST372,2025-01-12,2025-01-25,2025-01-25,Closed,89,23,1158.15,13.01,276,216,Site_A,Yes,0,99,356,4550,0,4550
EQ2331,Bulldozer,D8T,2019,CUST226,2025-01-22,2025-01-30,2025-01-30,Closed,56,14,750.3,13.4,0,0,Site_A,Yes,2,86,342,3304,0,3304
EQ2332,Loader,966GC,2022,CUST467,2025-02-08,2025-02-21,2025-02-21,Closed,98,36,1251.28,12.77,452,244,Site_D,Yes,0,91,362,6903,0,6903
EQ2333,Crane,320C,2022,CUST488,2025-04-06,2025-04-17,2025-04-17,Closed,57,11,657.36,11.53,0,0,Site_E,Yes,0,89,319,3927,0,3927
EQ2334,Excavator,320D2,2020,CUST204,2025-03-17,2025-03-21,2025-03-21,Closed,16,9,192.4,12.03,0,0,Site_F,Yes,0,91,322,1436,0,1436
EQ2335,Excavator,336D2,2022,CUST251,2025-01-02,2025-01-16,2025-01-16,Closed,107,23,1261.79,11.79,0,0,Site_E,No,0,99,344,7350,0,7350
EQ2336,Bulldozer,D8T,2023,CUST370,2025-04-06,2025-04-18,2025-04-16,Closed,82,20,950.07,11.59,0,0,Site_F,No,0,96,323,4920,0,4920
EQ2337,Loader,966GC,2018,CUST409,2025-04-09,2025-04-19,2025-04-19,Closed,67,21,885.98,13.22,242,184,Site_A,Yes,0,85,335,6000,0,6000
EQ2338,Crane,320C,2021,CUST331,2025-03-30,2025-04-05,2025-04-05,Closed,55,12,703.81,12.8,0,0,Site_A,No,1,88,358,2202,0,2202
EQ2339,Crane,320C,2019,CUST447,2025-04-22,2025-05-06,2025-05-06,Closed,94,30,1172.32,12.47,0,0,Site_F,Yes,2,85,319,7196,0,7196
EQ2340,Loader,950GC,2023,CUST483,2025-02-02,2025-02-15,2025-02-15,Closed,99,24,1327.57,13.41,480,237,Site_E,No,0,85,311,5551,0,5551
EQ2341,Bulldozer,D7R2,2020,CUST335,2025-02-09,2025-02-23,2025-02-23,Closed,99,29,1250.93,12.64,0,0,Site_F,Yes,2,86,325,8162,0,8162
EQ2342,Excavator,323D3,2021,CUST241,2025-04-12,2025-04-25,2025-04-25,Closed,79,25,989.96,12.53,0,0,Site_A,Yes,0,100,311,6565,0,6565
EQ2343,Excavator,320D2,2021,CUST025,2025-01-06,2025-01-15,2025-01-14,Closed,53,15,671.23,12.66,0,0,Site_F,Yes,0,89,314,3627,0,3627
EQ2344,Bulldozer,D6R2,2023,CUST474,2025-02-14,2025-02-22,2025-02-22,Closed,54,22,667.98,12.37,0,0,Site_F,No,0,98,359,4336,0,4336
EQ2345,Bulldozer,D6R2,2018,CUST311,2025-01-05,2025-01-16,2025-01-18,Overdue,72,20,847.72,11.77,0,0,Site_F,Yes,0,88,314,4917,200,5117
EQ2346,DumpTruck,773G,2019,CUST468,2025-02-19,2025-02-28,2025-02-28,Closed,64,7,845.06,13.2,251,86,Site_B,Yes,0,88,304,4176,0,4176
EQ2347,Bulldozer,D8T,2020,CUST339,2025-02-22,2025-02-25,2025-02-25,Closed,42,4,519.35,12.37,0,0,Site_F,No,0,92,325,1758,0,1758
EQ2348,Loader,980M,2023,CUST110,2025-01-08,2025-01-16,2025-01-16,Closed,48,7,554.22,11.55,192,129,Site_A,No,0,91,355,3576,0,3576
EQ2349,Crane,320C,2022,CUST007,2025-04-02,2025-04-10,2025-04-08,Closed,50,14,611.98,12.24,0,0,Site_F,Yes,0,99,338,4384,0,4384
EQ2350,Loader,950GC,2019,CUST392,2025-03-01,2025-03-08,2025-03-08,Closed,39,12,474.26,12.16,162,86,Site_C,Yes,0,88,311,2954,0,2954
EQ2351,Excavator,323D3,2023,CUST203,2025-03-21,2025-03-27,2025-03-27,Closed,36,17,456.86,12.69,0,0,Site_F,Yes,0,95,301,2982,0,2982
EQ2352,Crane,320C,2019,CUST306,2025-01-19,2025-01-29,2025-01-29,Closed,64,27,840.46,13.13,0,0,Site_C,No,0,89,302,5650,0,5650
EQ2353,Loader,950GC,2023,CUST434,2025-01-09,2025-01-14,2025-01-14,Closed,38,2,498.4,13.12,105,82,Site_C,No,0,97,308,2785,0,2785
EQ2354,Excavator,320D2,2023,CUST342,2025-01-25,2025-02-07,2025-02-07,Closed,87,25,1041.56,11.97,0,0,Site_E,No,0,89,363,7280,0,7280
EQ2355,Excavator,320D2,2019,CUST497,2025-04-14,2025-04-24,2025-04-24,Closed,61,15,811.09,13.3,0,0,Site_D,Yes,0,89,335,3980,0,3980
EQ2356,DumpTruck,775G,2022,CUST168,2025-01-21,2025-01-27,2025-01-27,Closed,63,6,764.64,12.14,271,185,Site_E,No,1,97,339,3270,0,3270
EQ2357,Bulldozer,D6R2,2018,CUST133,2025-01-06,2025-01-10,2025-01-08,Closed,13,6,167.88,12.91,0,0,Site_A,Yes,0,85,318,1892,0,1892
EQ2358,Excavator,336D2,2018,CUST186,2025-03-03,2025-03-11,2025-03-13,Overdue,62,8,728.26,11.75,0,0,Site_E,Yes,0,100,329,3936,200,4136
EQ2359,DumpTruck,775G,2018,CUST086,2025-03-01,2025-03-07,2025-03-08,Overdue,43,3,551.43,12.82,157,66,Site_E,Yes,0,99,310,2760,100,2860
EQ2360,DumpTruck,777G,2018,CUST212,2025-02-20,2025-02-28,2025-02-27,Closed,54,18,661.63,12.25,228,103,Site_B,Yes,0,89,336,3880,0,3880
EQ2361,Excavator,336D2,2020,CUST134,2025-01-14,2025-01-27,2025-01-27,Closed,90,22,1176.88,13.08,0,0,Site_B,Yes,0,92,336,4654,0,4654
EQ2362,Bulldozer,D6R2,2018,CUST009,2025-03-23,2025-03-27,2025-03-27,Closed,43,14,570.02,13.26,0,0,Site_E,No,0,97,363,1976,0,1976
EQ2363,DumpTruck,775G,2021,CUST458,2025-04-21,2025-04-27,2025-04-27,Closed,44,4,519.99,11.82,153,51,Site_C,Yes,1,96,356,3006,0,3006
EQ2364,Crane,330C,2020,CUST218,2025-01-23,2025-02-04,2025-02-04,Closed,87,21,1011.3,11.62,0,0,Site_B,Yes,0,93,361,6780,0,6780
EQ2365,Excavator,320D2,2020,CUST237,2025-03-02,2025-03-09,2025-03-09,Closed,43,13,576.84,13.41,0,0,Site_D,Yes,2,88,305,3444,0,3444
EQ2366,Excavator,320D2,2022,CUST063,2025-04-12,2025-04-26,2025-04-26,Closed,83,30,998.02,12.02,0,0,Site_A,Yes,0,85,352,6874,0,6874
EQ2367,Bulldozer,D6R2,2021,CUST205,2025-02-06,2025-02-16,2025-02-16,Closed,69,26,883.87,12.81,0,0,Site_C,Yes,0,100,320,4580,0,4580
EQ2368,Loader,950GC,2022,CUST007,2025-03-21,2025-04-04,2025-04-04,Closed,113,28,1473.27,13.04,346,269,Site_E,Yes,1,96,357,5278,0,5278
EQ2369,Bulldozer,D8T,2018,CUST445,2025-04-13,2025-04-17,2025-04-17,Closed,21,9,278.13,13.24,0,0,Site_F,Yes,0,95,307,1872,0,1872
EQ2370,Excavator,320D2,2022,CUST022,2025-03-15,2025-03-20,2025-03-20,Closed,42,8,484.76,11.54,0,0,Site_D,No,0,88,331,1815,0,1815
EQ2371,DumpTruck,777G,2019,CUST171,2025-01-13,2025-01-21,2025-01-20,Closed,45,11,520.71,11.57,127,107,Site_A,Yes,0,94,346,4784,0,4784
EQ2372,Loader,966GC,2021,CUST154,2025-01-11,2025-01-17,2025-01-16,Closed,46,14,553.26,12.03,136,74,Site_B,No,0,90,314,3180,0,3180
EQ2373,Bulldozer,D6R2,2018,CUST290,2025-03-04,2025-03-07,2025-03-09,Overdue,22,14,278.17,12.64,0,0,Site_D,Yes,0,96,368,1710,200,1910
EQ2374,Loader,980M,2020,CUST229,2025-03-13,2025-03-18,2025-03-19,Overdue,30,20,402.87,13.43,139,68,Site_D,No,0,93,363,1785,100,1885
EQ2375,Bulldozer,D6R2,2022,CUST003,2025-03-10,2025-03-23,2025-03-23,Closed,75,21,923.55,12.31,0,0,Site_C,Yes,0,91,351,5070,0,5070
EQ2376,DumpTruck,775G,2021,CUST456,2025-04-01,2025-04-04,2025-04-04,Closed,22,13,255.98,11.64,68,60,Site_D,No,0,89,310,1320,0,1320
EQ2377,Loader,950GC,2022,CUST124,2025-01-23,2025-01-29,2025-01-28,Closed,22,7,276.72,12.58,96,59,Site_B,No,0,85,304,2184,0,2184
EQ2378,Crane,330C,2021,CUST218,2025-04-02,2025-04-09,2025-04-09,Closed,39,21,483.76,12.4,0,0,Site_A,No,0,95,303,3801,0,3801
EQ2379,Excavator,320D2,2018,CUST229,2025-01-09,2025-01-12,2025-01-13,Overdue,23,2,270.73,11.77,0,0,Site_E,No,0,99,315,1749,100,1849
EQ2380,Crane,320C,2018,CUST384,2025-04-12,2025-04-23,2025-04-23,Closed,81,25,936.83,11.57,0,0,Site_F,No,0,92,369,6006,0,6006
EQ2381,Loader,950GC,2023,CUST289,2025-01-16,2025-01-21,2025-01-21,Closed,52,11,662.67,12.74,222,127,Site_F,No,0,85,340,2065,0,2065
EQ2382,Excavator,336D2,2019,CUST022,2025-02-03,2025-02-17,2025-02-17,Closed,91,15,1176.94,12.93,0,0,Site_C,Yes,1,94,363,8218,0,8218
EQ2383,DumpTruck,777G,2022,CUST253,2025-01-08,2025-01-20,2025-01-20,Closed,85,27,1007.92,11.86,339,253,Site_F,Yes,1,87,325,5616,0,5616
EQ2384,Loader,966GC,2023,CUST062,2025-02-22,2025-02-28,2025-02-28,Closed,47,10,569.15,12.11,107,70,Site_D,No,0,94,313,2730,0,2730
EQ2385,DumpTruck,773G,2019,CUST111,2025-04-11,2025-04-24,2025-04-24,Closed,108,29,1376.96,12.75,431,165,Site_D,No,0,86,362,6136,0,6136
EQ2386,Loader,966GC,2019,CUST120,2025-04-17,2025-05-01,2025-05-01,Closed,109,27,1360.84,12.48,398,153,Site_B,No,0,98,323,5642,0,5642
EQ2387,Loader,980M,2022,CUST305,2025-01-30,2025-02-13,2025-02-11,Closed,95,24,1272.08,13.39,419,268,Site_C,Yes,0,99,301,5138,0,5138
EQ2388,Crane,320C,2021,CUST435,2025-01-30,2025-02-09,2025-02-09,Closed,74,23,859.71,11.62,0,0,Site_F,Yes,0,85,327,4690,0,4690
EQ2389,Excavator,323D3,2021,CUST420,2025-01-08,2025-01-17,2025-01-17,Closed,78,20,928.62,11.91,0,0,Site_E,Yes,0,88,311,4095,0,4095
EQ2390,Excavator,320D2,2023,CUST341,2025-04-01,2025-04-07,2025-04-06,Closed,26,19,301.94,11.61,0,0,Site_F,Yes,0,93,312,3402,0,3402
EQ2391,Loader,950GC,2019,CUST190,2025-02-19,2025-02-26,2025-02-26,Closed,54,15,710.15,13.15,180,95,Site_F,No,0,89,314,2597,0,2597
EQ2392,DumpTruck,773G,2023,CUST429,2025-01-13,2025-01-20,2025-01-20,Closed,49,16,576.02,11.76,149,102,Site_E,No,0,85,309,4186,0,4186
EQ2393,Loader,966GC,2020,CUST156,2025-02-06,2025-02-13,2025-02-11,Closed,50,10,588.78,11.78,106,87,Site_E,Yes,0,90,315,3255,0,3255
EQ2394,Crane,350C,2022,CUST378,2025-01-18,2025-02-01,2025-02-01,Closed,86,26,1076.04,12.51,0,0,Site_B,No,0,96,356,8232,0,8232
EQ2395,Excavator,323D3,2019,CUST032,2025-03-24,2025-03-28,2025-03-28,Closed,22,13,290.76,13.22,0,0,Site_A,No,1,86,353,1884,0,1884
EQ2396,Crane,330C,2023,CUST048,2025-04-14,2025-04-24,2025-04-22,Closed,75,26,917.31,12.23,0,0,Site_B,Yes,0,97,310,4260,0,4260
EQ2397,Loader,966GC,2018,CUST392,2025-01-25,2025-02-03,2025-02-01,Closed,80,16,999.21,12.49,263,145,Site_F,Yes,0,90,365,5202,0,5202
EQ2398,DumpTruck,777G,2022,CUST139,2025-03-26,2025-04-05,2025-04-05,Closed,73,18,889.37,12.18,213,179,Site_B,No,0,89,359,5350,0,5350
EQ2399,DumpTruck,777G,2023,CUST477,2025-03-14,2025-03-25,2025-03-25,Closed,87,14,1115.36,12.82,365,243,Site_D,Yes,0,93,305,5500,0,5500
EQ2400,Crane,320C,2023,CUST061,2025-04-30,2025-05-08,2025-05-08,Closed,73,13,841.42,11.53,0,0,Site_C,Yes,0,98,314,3520,0,3520
EQ2401,DumpTruck,773G,2021,CUST461,2025-04-18,2025-04-26,2025-04-26,Closed,64,18,836.25,13.07,258,120,Site_E,Yes,2,90,362,3376,0,3376
EQ2402,Loader,980M,2019,CUST171,2025-04-10,2025-04-16,2025-04-16,Closed,59,8,745.5,12.64,194,155,Site_F,No,0,96,313,3294,0,3294
EQ2403,DumpTruck,777G,2023,CUST344,2025-04-13,2025-04-26,2025-04-26,Closed,84,24,977.04,11.63,358,111,Site_F,No,1,90,337,6669,0,6669
EQ2404,Excavator,323D3,2021,CUST360,2025-04-05,2025-04-19,2025-04-19,Closed,90,24,1138.45,12.65,0,0,Site_F,No,0,97,349,6846,0,6846
EQ2405,Bulldozer,D8T,2020,CUST480,2025-03-30,2025-04-08,2025-04-09,Overdue,57,27,757.03,13.28,0,0,Site_E,No,0,85,334,4185,100,4285
EQ2406,Loader,966GC,2019,CUST034,2025-04-12,2025-04-19,2025-04-19,Closed,54,11,660.22,12.23,139,93,Site_D,Yes,0,89,343,2632,0,2632
EQ2407,DumpTruck,773G,2019,CUST478,2025-02-19,2025-02-25,2025-02-25,Closed,59,15,716.99,12.15,226,65,Site_C,Yes,0,98,335,2928,0,2928
EQ2408,Loader,950GC,2018,CUST258,2025-04-12,2025-04-25,2025-04-25,Closed,100,28,1320.52,13.21,251,197,Site_E,Yes,0,93,368,5876,0,5876
EQ2409,Loader,980M,2022,CUST117,2025-02-08,2025-02-19,2025-02-20,Overdue,70,19,887.6,12.68,295,114,Site_E,Yes,0,98,317,4576,100,4676
EQ2410,DumpTruck,775G,2019,CUST386,2025-03-02,2025-03-08,2025-03-08,Closed,37,7,469.36,12.69,113,38,Site_E,No,0,87,354,2130,0,2130
EQ2411,Loader,950GC,2018,CUST154,2025-02-02,2025-02-06,2025-02-06,Closed,29,3,340.45,11.74,76,38,Site_A,Yes,0,88,331,1764,0,1764
EQ2412,Loader,980M,2019,CUST421,2025-03-22,2025-04-04,2025-04-04,Closed,86,21,1120.73,13.03,250,156,Site_B,No,0,88,329,5252,0,5252
EQ2413,DumpTruck,777G,2021,CUST458,2025-03-30,2025-04-06,2025-04-06,Closed,55,19,689.07,12.53,124,125,Site_A,No,0,90,331,2527,0,2527
EQ2414,Crane,330C,2022,CUST262,2025-03-11,2025-03-18,2025-03-19,Overdue,67,16,803.24,11.99,0,0,Site_A,No,0,95,302,4074,100,4174
EQ2415,Bulldozer,D7R2,2020,CUST385,2025-01-10,2025-01-22,2025-01-22,Closed,77,24,917.33,11.91,0,0,Site_C,No,0,89,333,4572,0,4572
EQ2416,Loader,950GC,2021,CUST163,2025-04-10,2025-04-15,2025-04-13,Closed,33,10,440.34,13.34,110,57,Site_F,Yes,0,91,337,2100,0,2100
EQ2417,Excavator,323D3,2021,CUST206,2025-04-27,2025-05-07,2025-05-07,Closed,74,16,945.15,12.77,0,0,Site_A,No,0,100,308,5470,0,5470
EQ2418,Loader,950GC,2023,CUST133,2025-04-25,2025-05-08,2025-05-10,Overdue,109,21,1363.39,12.51,455,213,Site_E,Yes,0,85,351,6084,200,6284
EQ2419,Loader,950GC,2018,CUST140,2025-03-12,2025-03-16,2025-03-18,Overdue,13,7,173.8,13.37,57,14,Site_A,No,2,93,352,1928,200,2128
EQ2420,Excavator,320D2,2020,CUST319,2025-03-17,2025-03-30,2025-03-30,Closed,98,20,1279.83,13.06,0,0,Site_B,No,0,97,333,6357,0,6357
EQ2421,DumpTruck,777G,2023,CUST276,2025-04-23,2025-05-03,2025-05-03,Closed,58,21,679.09,11.71,234,148,Site_E,Yes,0,97,370,4620,0,4620
EQ2422,Crane,350C,2021,CUST291,2025-04-23,2025-05-01,2025-05-01,Closed,60,15,782.17,13.04,0,0,Site_C,Yes,0,95,343,4000,0,4000
EQ2423,Crane,330C,2023,CUST026,2025-04-25,2025-04-29,2025-04-29,Closed,21,19,275.53,13.12,0,0,Site_A,Yes,0,89,323,1456,0,1456
EQ2424,DumpTruck,775G,2019,CUST357,2025-01-27,2025-02-06,2025-02-08,Overdue,77,23,1032.79,13.41,215,118,Site_D,Yes,1,96,314,3680,200,3880
EQ2425,DumpTruck,773G,2021,CUST350,2025-02-14,2025-02-23,2025-02-22,Closed,64,15,754.51,11.79,224,83,Site_F,Yes,0,92,368,4878,0,4878
EQ2426,Loader,966GC,2019,CUST216,2025-02-09,2025-02-16,2025-02-16,Closed,51,17,590.55,11.58,119,127,Site_C,Yes,0,98,316,2625,0,2625
EQ2427,Loader,980M,2020,CUST168,2025-03-19,2025-03-30,2025-03-30,Closed,95,27,1118.21,11.77,324,153,Site_C,Yes,1,97,362,3861,0,3861
EQ2428,Excavator,320D2,2022,CUST336,2025-04-21,2025-05-03,2025-05-03,Closed,80,24,1002.72,12.53,0,0,Site_F,No,0,89,338,5820,0,5820
EQ2429,Loader,966GC,2019,CUST025,2025-03-08,2025-03-20,2025-03-20,Closed,76,28,949.89,12.5,223,216,Site_C,No,0,97,335,6612,0,6612
EQ2430,Loader,980M,2021,CUST221,2025-04-22,2025-05-06,2025-05-06,Closed,89,22,1145.91,12.88,329,155,Site_D,No,0,86,341,7728,0,7728
EQ2431,DumpTruck,775G,2019,CUST008,2025-04-05,2025-04-08,2025-04-08,Closed,32,0,399.33,12.48,156,92,Site_C,No,2,98,346,1425,0,1425
EQ2432,DumpTruck,775G,2022,CUST457,2025-04-06,2025-04-09,2025-04-08,Closed,26,3,335.86,12.92,127,55,Site_A,No,0,94,340,1788,0,1788
EQ2433,Bulldozer,D6R2,2022,CUST413,2025-02-09,2025-02-19,2025-02-19,Closed,61,19,790.14,12.95,0,0,Site_E,Yes,0,98,316,4120,0,4120
EQ2434,Crane,330C,2021,CUST449,2025-03-01,2025-03-05,2025-03-05,Closed,34,23,397.82,11.7,0,0,Site_D,Yes,0,90,353,1744,0,1744
EQ2435,Crane,320C,2018,CUST204,2025-02-26,2025-03-01,2025-03-01,Closed,17,13,200.73,11.81,0,0,Site_F,No,2,96,329,1758,0,1758
EQ2436,Excavator,320D2,2023,CUST478,2025-02-13,2025-02-24,2025-02-24,Closed,77,26,934.29,12.13,0,0,Site_F,No,1,90,323,4180,0,4180
EQ2437,Bulldozer,D6R2,2020,CUST093,2025-02-03,2025-02-11,2025-02-11,Closed,68,18,884.21,13.0,0,0,Site_D,No,0,100,360,3432,0,3432
EQ2438,DumpTruck,773G,2020,CUST314,2025-01-03,2025-01-12,2025-01-12,Closed,61,19,786.16,12.89,279,107,Site_A,No,2,85,313,3330,0,3330
EQ2439,Bulldozer,D7R2,2023,CUST052,2025-03-24,2025-03-31,2025-03-31,Closed,41,11,533.74,13.02,0,0,Site_A,No,1,93,368,3878,0,3878
EQ2440,Loader,980M,2021,CUST031,2025-01-13,2025-01-21,2025-01-21,Closed,50,18,672.35,13.45,154,112,Site_A,Yes,0,88,360,4000,0,4000
EQ2441,Loader,966GC,2021,CUST365,2025-04-10,2025-04-15,2025-04-15,Closed,29,14,340.85,11.75,67,68,Site_D,Yes,2,91,310,1970,0,1970
EQ2442,Loader,980M,2020,CUST228,2025-01-18,2025-01-24,2025-01-24,Closed,51,12,687.44,13.48,119,64,Site_A,No,0,99,317,3198,0,3198
EQ2443,DumpTruck,775G,2019,CUST327,2025-04-05,2025-04-14,2025-04-14,Closed,56,25,714.29,12.76,241,117,Site_D,Yes,0,89,314,5265,0,5265
EQ2444,Bulldozer,D6R2,2019,CUST271,2025-04-03,2025-04-14,2025-04-14,Closed,58,33,771.49,13.3,0,0,Site_C,Yes,1,100,343,4488,0,4488
EQ2445,DumpTruck,775G,2023,CUST302,2025-03-25,2025-04-07,2025-04-05,Closed,79,24,972.0,12.3,333,212,Site_F,No,0,86,359,6383,0,6383
EQ2446,Crane,350C,2019,CUST189,2025-04-01,2025-04-07,2025-04-08,Overdue,47,17,617.11,13.13,0,0,Site_C,Yes,0,94,316,2286,100,2386
EQ2447,Loader,980M,2019,CUST258,2025-03-08,2025-03-11,2025-03-09,Closed,18,0,240.62,13.37,46,48,Site_C,No,1,96,334,1086,0,1086
EQ2448,Excavator,323D3,2021,CUST131,2025-02-28,2025-03-10,2025-03-10,Closed,76,18,909.58,11.97,0,0,Site_C,No,0,94,359,4360,0,4360
